starid,name,country,magnitude,constellation,date
HD 70462,Hollie Hughes,USA,8.83,Pup,2020-07-31
HD 6745,Natalie Rüegg ,Switzerland,8.31,Cas,2020-07-31
HD 24706,Annamarie Twesigomwe ,Nigeria,5.93,Hor,2020-07-31
HD 37868,Mailen Armenta,Spain,7.94,Tau,2020-07-31
HD 218491,Bi Tang,China,9.86,Gru,2020-08-01
HD 10648,Lyuba Prokhorova,Russia,7.07,Cep,2020-08-01
HD 19706,Hsin Hê,China,7.18,Per,2020-08-01
HD 10467,Bertrán Archuleta,Peru,7.51,Cet,2020-08-01
HD 15032,Celestino Schultz ,Philippines,8.2,Cet,2020-08-01
HD 190422,Ana Barros,Portugal,6.26,Tel,2020-08-01
HD 188592,Tanja Unger,Germany,8.51,Cyg,2020-08-01
HD 201332,Frédérique Bourdon ,France,7.05,Aqr,2020-08-01
HD 87389,Keira Kelly,USA,8.44,Leo,2020-08-02
HD 823,Stine Berg,Norway,8.66,Scl,2020-08-02
HD 41540,Anna Schnyder ,Switzerland,9.35,Pic,2020-08-02
HD 117250,Charlotte Servais ,Belgium,9.09,Cen,2020-08-02
HD 29971,Yong Ch'ien,China,7.39,Eri,2020-08-02
HD 83678,Diego Carvalho,Brazil,8.53,Vel,2020-08-02
HD 46066,Bội Quynh,Vietnam,7.54,CMa,2020-08-02
HD 29854,Ize Stroomer,Netherlands,8.53,Dor,2020-08-02
HD 214180,Imad al Din Seif,Saudi Arabia,9.53,Lac,2020-08-02
HD 140847,Elias Henry ,Belgium,8.35,CrB,2020-08-02
HD 129367,Inaya Asfour,Siria,8.6,Cir,2020-08-02
HD 116927,Franziska Brandt,Germany,8.4,Com,2020-08-02
HD 196181,Felisa Domínquez,Spain,8.06,Del,2020-08-03
HD 57807,Liberata Siciliani,Italy,7.65,Car,2020-08-03
HD 134977,Beatrice Pereira,Brazil,7.24,Lup,2020-08-03
HD 215183,Erssike Sinko,Hungary,7.89,Peg,2020-08-03
HD 152642,Roxanne Wood ,United Kingdom,8.12,Ara,2020-08-03
HD 150383,Ida Bühlmann ,Switzerland,8.42,Sco,2020-08-04
HD 62781,Pernille Knudsen,Denmark,5.8,Pup,2020-08-04
HD 120568,Simone Eichmann,Austria,9.27,Boo,2020-08-04
HD 9473,Ludwika Adamska,Poland,7.92,Cet,2020-08-04
HD 182784,Ibtihaj Salib,Bangladesh,9.1,Aql,2020-08-04
HD 233305,Areebah Maalouf,Algeria,8.63,Lyn,2020-08-04
HD 5121,Alison Feeney ,USA,8.54,Psc,2020-08-04
HD 7343,Jorgelina Galvez,Mexico,8.7,And,2020-08-04
HD 84715,Rüya Dağlaroğlu ,Turkey,9.53,Vel,2020-08-04
HD 142952,Phẩm Mai,Vietnam,9.44,Ser,2020-08-04
HD 6514,Jennifer Frey,Germany,8.08,Cet,2020-08-04
HD 2658,Livia Ribeiro,Brazil,9.09,Cet,2020-08-04
HD 203699,Zoey Koelpin ,USA,6.76,Peg,2020-08-04
HD 122504,Demi Connor,USA,9.52,Boo,2020-08-04
HD 74665,Casta Valle,Argentina,8.12,Vel,2020-08-04
HD 200413,Ivon Dueñas,Columbia,7.68,Aqr,2020-08-05
HD 226978,Bruna Azevedo,Brazil,9.91,Cyg,2020-08-05
HD 124586,Halette Norbert,Canada,7.5,Boo,2020-08-05
HD 147181,Ryleigh Brekke ,Philippines,7.62,Nor,2020-08-05
HD 35698,Molly Henry,USA,7.15,Lep,2020-08-05
HD 63331,Roquelina Sánchez,Spain,6.84,Cam,2020-08-05
HD 41484,Ege Doğan ,Turkey,7.96,Mon,2020-08-05
HD 151267,Caitlin Fisher,Ireland,7.83,Dra,2020-08-05
HD 67208,Janaky Nii ,Malaysia,7.89,Mon,2020-08-05
HD 92221,Aida Björklund,Sweden,9.5,UMa,2020-08-06
HD 28452,Bennie Beer ,USA,8.17,Eri,2020-08-07
HD 220564,Bonnie Kijjoba ,Nigeria,7.2,Peg,2020-08-07
HD 115607,Maya Bates,USA,8.27,Vir,2020-08-07
HD 71639,Isabella Costa,Brazil,8.6,Hya,2020-08-07
HD 73849,Cesia Santiago,Chile,8.25,Vel,2020-08-07
HD 21377,Ruby Ryan,USA,7.21,Per,2020-08-07
HD 19537,Mowgli Jain ,India,8.68,Per,2020-08-07
HD 132973,Albracca Ruel,Canada,8.48,Vir,2020-08-07
HD 31053,Kusi Banda,Argentina,8.41,Oct,2020-08-08
HD 55736,Emmanuel Rousseau ,France,8.12,Mon,2020-08-08
HD 44200,Shaiming Hsiao,China,6.67,CMa,2020-08-08
HD 162775,Kiera Hunt,USA,7.53,Oph,2020-08-08
HD 138643,Henry Tomlinson,USA,9.83,Ser,2020-08-09
HD 144937,Tico Cepeda,Spain,6.74,Ser,2020-08-09
HD 130007,Randa Bata,Siria,8.49,Vir,2020-08-10
HD 45838,Aditya Khurana ,India,8.38,Gem,2020-08-10
HD 51866,Francesca Doherty,USA,7.98,Lyn,2020-08-10
HD 27607,Marie Indráková,Czech Republic,8.97,Ret,2020-08-10
HD 233870,Hafsa Kalb,Iraq,8.94,UMa,2020-08-10
HD 51433,Chand Thakkar ,India,7.78,CMa,2020-08-11
HD 150104,Nikolaj Knudsen,Denmark,8.63,Oph,2020-08-11
HD 107285,Hunaidah Basara,Saudi Arabia,7.74,Mus,2020-08-12
HD 86133,Françoise Chicoine,Canada,7.6,Leo,2020-08-13
HD 164813,Halim Wastuti ,Indonesia,9.23,Oph,2020-08-13
HD 38109,Line Holm,Denmark,9.46,Ori,2020-08-13
HD 183929,Serafina Nevarez,Cuba,8.1,Tel,2020-08-13
HD 86513,Galina Vasilyeva,Russia,5.75,Leo,2020-08-13
HD 88478,Junhyeong Yun ,South Korea,7.96,Sex,2020-08-14
HD 106958,Courtney Blackburn,USA,8.76,Cru,2020-08-14
HD 101443,Malthe Christoffersen,Norway,7.52,Vir,2020-08-14
HD 171317,Dunya Boulos,Tunis,8.09,Sct,2020-08-14
HD 184608,Najwa Mayasari ,Indonesia,8.56,Aql,2020-08-14
HD 190688,Malou Johnsen,Denmark,9.03,Tel,2020-08-14
HD 231510,Park Hsiao,China,9,Aql,2020-08-14
HD 69710,Marilou McLaughlin ,USA,9.09,Vel,2020-08-14
HD 150552,Simonetta Lori,Italy,9.06,Dra,2020-08-15
HD 101501,Inna Agapova,Russia,5.31,UMa,2020-08-15
HD 117213,Daniela Kastlová,Czech Republic,9.04,Cen,2020-08-15
HD 67314,Nhiên Vũ,Vietnam,8.5,Vel,2020-08-16
HD 74926,Matilde Almeida,Brazil,8.28,Cnc,2020-08-16
HD 4073,Deniz Tuğluk ,Turkey,9.6,Scl,2020-08-16
HD 215461,Laila Sinaga ,Indonesia,8.78,Peg,2020-08-16
HD 184552,Michaela Jonk,Netherlands,5.64,Sgr,2020-08-16
HD 221293,Shayan Åkesson,Sweden,6.07,And,2020-08-16
HD 44882,Madeleine Newman,USA,9.38,Aur,2020-08-16
HD 194318,Hani'ah Maloof,Saudi Arabia,9.99,Del,2020-08-17
HD 315032,Jawl Kouri,Iraq,9.19,Sgr,2020-08-18
HD 283843,Dorota Woźniak,Poland,9.99,Tau,2020-08-18
HD 233430,Keri van Veldhoven,South Africa,9.07,Lyn,2020-08-18
HD 99253,Meagan Wasswa ,Nigeria,8.95,Leo,2020-08-18
HD 207000,Ford Mosciski ,Philippines,9.19,Oct,2020-08-18
HD 30969,Emily Lima,Brazil,7.2,Dor,2020-08-18
HD 59112,Amy Volkman ,USA,8.59,Mon,2020-08-18
HD 224671,Tahiyah Hadad,Iraq,8.94,Peg,2020-08-18
HD 30637,Mawiyah Awad,Bangladesh,7.16,Eri,2020-08-18
HD 147957,Douglas Rocha,Portugal,8.95,Sco,2020-08-19
HD 213220,Emile Olesen,Denmark,6.95,Gru,2020-08-19
HD 4995,Yungyeong Sim ,South Korea,8.67,Cas,2020-08-19
HD 145676,Michelle Möller,Germany,7.52,CrB,2020-08-20
HD 217874,Hannah Hanson,USA,7.68,Peg,2020-08-20
HD 185398,Senne Pieters ,Belgium,8.28,Aql,2020-08-20
HD 201364,Octaviano Perea,Spain,8.43,Equ,2020-08-20
HD 63036,Brook Hermiston ,USA,7.75,Car,2020-08-21
HD 8723,Elizabeth Little,USA,5.35,Psc,2020-08-21
HD 107820,Eva Claeys ,Belgium,8.38,Cru,2020-08-21
HD 151441,Hannah Jessen,Denmark,6.12,TrA,2020-08-21
HD 337839,Faiza Safar,Pakistan,9.2,Lyr,2020-08-21
HD 166356,Bettie Collins ,USA,7.55,Dra,2020-08-21
HD 17589,Martin Koch ,Switzerland,9.18,Hor,2020-08-22
HD 76013,Benilda Pagan,Argentina,7.62,Hya,2020-08-22
HD 24387,Mohammed Read,USA,8.26,Per,2020-08-23
HD 133437,Hui Lei,China,8.31,Lup,2020-08-24
HD 166128,Gonca Abbring,South Africa,9.49,Sgr,2020-08-24
HD 214577,Renata Davydova,Russia,8.47,Aqr,2020-08-25
HD 217629,Paciano DeRose,Italy,8.89,PsA,2020-08-25
HD 189950,René Martineau ,France,9.91,Sgr,2020-08-25
HD 80750,Yul Yu,China,8.75,Hya,2020-08-25
HD 121420,Sana' Issa,Morocco,8.75,Vir,2020-08-25
HD 202129,Talitha Smolenaars,South Africa,8.38,Aqr,2020-08-25
HD 192354,Umair Bata,Iraq,7.79,Sgr,2020-08-25
HD 207608,Szalyk Szarka,Hungary,8.05,Cyg,2020-08-25
HD 5093,Fareeha Abboud,Morocco,8.96,Psc,2020-08-25
HD 90244,Ishfaq Bazzi,Iraq,9.54,Vel,2020-08-25
HD 221626,Sinem Sepetçi ,Turkey,7.94,Peg,2020-08-25
HD 250810,Chung Yen,China,9.04,Aur,2020-08-25
HD 130255,Bartolomeu Florescu ,Romania,8.6,Vir,2020-08-25
HD 79523,Sille Iversen,Denmark,6.31,Vel,2020-08-25
HD 88589,Belén Tello,Spain,8.54,Vel,2020-08-25
HD 144549,Victoria Jerde ,USA,8.77,Sco,2020-08-26
HD 70847,Mia Lauridsen,Denmark,8.98,Pup,2020-08-27
HD 30951,Harith Abadi,Saudi Arabia,7.91,Eri,2020-08-27
HD 198623,Marina Ferreira,Brazil,8.21,Cep,2020-08-27
HD 148710,Xiuxiu Ko,China,6.85,Her,2020-08-27
HD 14176,Heer Shankar ,India,8.98,Cet,2020-08-27
HD 87009,Amber Alexander,USA,7.68,Hya,2020-08-27
HD 164526,Olga Blinova,Russia,8.54,Dra,2020-08-27
HD 216668,Nida' Kassab,Siria,7.89,Ind,2020-08-27
HD 164340,Skye Kay,USA,9.3,CrA,2020-08-27
HD 222068,Sheryl Morren,South Africa,8.32,Psc,2020-08-27
HD 26112,Haneefa Sabbag,Tunis,8.04,Cam,2020-08-27
HD 78156,Giacometta Solórzano,Uruguay,7.86,Cnc,2020-08-28
HD 150496,Evelyn Sousa,Brazil,9.47,Sco,2020-08-28
HD 218475,Ahmed Sleiman,Pakistan,8.33,Aqr,2020-08-28
HD 26020,Zigana Horvát,Hungary,8.5,Cam,2020-08-28
HD 89542,Natalya Miranda,Spain,8.68,Car,2020-08-29
HD 96124,Price Block ,USA,6.19,Oct,2020-08-29
HD 35650,Ester Macías,Peru,9.08,Col,2020-08-29
HD 132228,Inès Mahieu ,Belgium,8.3,Boo,2020-08-29
HD 99899,Jessenia Mireles,Spain,8.89,UMa,2020-08-29
HD 34266,Juventina Verdugo,Argentina,5.75,Col,2020-08-29
HD 154196,Hui Liang,China,7.39,Sco,2020-08-29
HD 57508,Gisela Kälin ,Switzerland,6.54,Cam,2020-08-29
HD 83339,Gisselle Klein ,USA,7.89,Cam,2020-08-29
HD 64273,Alexander Ward,USA,8.35,Lyn,2020-08-29
HD 189406,Bakiman Tampubolon ,Indonesia,8.43,Tel,2020-08-29
HD 83834,Shobha Balakrishnan ,India,6.69,Car,2020-08-29
HD 39970,Sid Okumu ,Nigeria,6.03,Tau,2020-08-29
HD 128306,Ubalda  Endrizzi,Italy,8.35,Lup,2020-08-29
HD 6895,Adrienne Pires ,France,8.81,Scl,2020-08-29
HD 217307,Niko Block ,USA,7.08,Gru,2020-08-29
HD 189084,Faith Singh,USA,6.94,Dra,2020-08-29
HD 126728,Ibtisam Morcos,Iran,8.72,Cen,2020-08-29
HD 36144,Gabrielly Silva,Brazil,8.54,Pic,2020-08-29
HD 220037,Vilma Leskinen,Finland,9.04,Scl,2020-08-29
HD 28287,Akshay Iyengar ,India,8.78,Eri,2020-08-29
HD 25127,Vanessa Mahler,Austria,9.31,Eri,2020-08-29
HD 31553,Nandy Gaal,Netherlands,5.79,Tau,2020-08-29
HD 130616,Lucile Ebert ,USA,8.24,Boo,2020-08-30
HD 62608,Madeleine Fraser,Australia,9.15,Pup,2020-08-30
HD 3053,Newell Cassin ,USA,8.32,And,2020-08-30
HD 189016,Jose Gislason ,USA,7.9,Cyg,2020-08-31
HD 198406,Georgia Taylor ,United Kingdom,8.34,Aqr,2020-08-31
HD 51573,Gowri Saini ,India,6.64,CMa,2020-08-31
HD 63358,Heather Reilly ,Philippines,7.99,Pup,2020-08-31
HD 39216,Sarah Pinto,Portugal,8.68,Pic,2020-08-31
HD 61011,Zara Mellor,Australia,8.45,Cam,2020-09-01
HD 19534,Bagus Hidayanto ,Indonesia,6.84,Cas,2020-09-01
HD 75968,Lilly Hammond,Australia,8.17,Vel,2020-09-01
HD 66650,Alina Panina,Russia,7.74,Pup,2020-09-02
HD 11394,Aadil Om ,India,7.43,Hyi,2020-09-03
HD 37866,Jevon Cornet,Netherlands,9.05,Cam,2020-09-04
HD 119286,Trace Schuster ,USA,7.16,Mus,2020-09-04
HD 15013,Marguerite Beaulieu,Canada,8,Tri,2020-09-04
HD 116941,Vella Molina,Mexico,8.01,Com,2020-09-04
HD 205208,Wa Lau Tay ,Malaysia,8.44,Cyg,2020-09-04
HD 80792,Mahmood Dhar ,India,7.59,UMa,2020-09-05
HD 206961,Laura Mann,USA,8.98,Oct,2020-09-05
HD 214324,Geertruda El Moussaoui,South Africa,9.38,PsA,2020-09-06
HD 108523,Imogen Russell,Australia,8.31,Crv,2020-09-06
HD 321070,Jasmine Riley,USA,9.55,Sgr,2020-09-06
HD 103021,Chinmay Contractor ,India,7.55,Mus,2020-09-06
HD 155922,Grant Mann,Philippines,7.68,Her,2020-09-06
HD 220753,Abril Manzanares,Spain,8.23,Gru,2020-09-06
HD 109040,Algiso García,Spain,6.97,Cen,2020-09-07
HD 91854,Raghad Khouri,Saudi Arabia,8.95,UMa,2020-09-07
HD 238429,Theano Nikolopoύloe ,Greece,8.65,Dra,2020-09-07
HD 25443,Lars Kuhn ,Switzerland,6.76,Cam,2020-09-08
HD 144344,Květoslava Dohnalová,Slovakia,8.14,UMi,2020-09-08
HD 111068,Leo Thorpe,USA,8.56,Vir,2020-09-08
HD 90564,Maddison Wilson,USA,8.8,Car,2020-09-08
HD 167943,Masarrah Kanaan,Saudi Arabia,7.32,Her,2020-09-08
HD 164784,Azucena Reséndez,Spain,8.28,Her,2020-09-09
HD 96567,David Tamale ,Nigeria,9.12,Car,2020-09-09
HD 206240,Fernanda Azevedo,Brazil,5.27,Oct,2020-09-09
HD 57118,Maya Warren,USA,6.06,CMa,2020-09-09
HD 234062,Koray Akal ,Turkey,8.97,UMa,2020-09-09
HD 177648,Ulla Fonseca,Venezuela,7.24,Vul,2020-09-09
HD 221635,Gang Hsu,China,8.76,Phe,2020-09-09
HD 6078,Johannes Wittwer ,Switzerland,8.6,Cet,2020-09-09
HD 8031,Mellie Abernathy ,USA,8.97,Cet,2020-09-09
HD 190437,Lilly Murphy ,USA,7.61,Aql,2020-09-09
HD 1126,Rikke Søndergaard,Denmark,8.71,Tuc,2020-09-10
HD 119430,Rooslan Shinkaryenko ,Ukraine,7.09,Cen,2020-09-10
HD 25914,Sunhang Chu ,South Korea,8.01,Cam,2020-09-10
HD 105162,Charandeep Chowdhury ,India,9.04,Oct,2020-09-10
HD 145287,Kulthoom Nassar,Pakistan,8.26,Her,2020-09-11
HD 51839,Fernanda Ferreira,Portugal,7.89,Mon,2020-09-11
HD 131184,Vіktorіya Mikityok ,Ukraine,8.87,Hya,2020-09-11
HD 83860,Delal Portier,South Africa,8.56,Ant,2020-09-11
HD 152671,Mohammed Myers,Ireland,7.26,Ara,2020-09-11
HD 27221,Valyerіya Vasilʲchook ,Ukraine,8.8,Ret,2020-09-11
HD 41073,Abdel Asghar,UAE,8.01,Cam,2020-09-11
HD 79905,Elias Haller ,Switzerland,7.45,Car,2020-09-11
HD 191554,Lalita Kösters,South Africa,9.21,Cap,2020-09-11
HD 207880,Lucie Allard ,France,8.65,Gru,2020-09-11
HD 27026,Anne Dumont,Ivory Coast,6.22,Per,2020-09-11
HD 79994,Emma Perry,New Zealand,6.45,Hya,2020-09-11
HD 58521,Theodore Cummerata ,USA,7.27,Lyn,2020-09-11
HD 165025,Anabel Ibarra,Spain,8.62,Ara,2020-09-11
HD 137254,Nadidah Sleiman,Pakistan,9.32,Aps,2020-09-11
HD 219314,Annabel Villagómez,Mexico,7.61,Aqr,2020-09-11
HD 79977,Benny Salgado,Argentina,8.95,Pyx,2020-09-12
HD 76970,Xiao Hong Lai,China,8.91,Vel,2020-09-12
HD 192672,Seongnyeong Jo ,South Korea,9.38,Sgr,2020-09-13
HD 65938,Tiziano Folliero,Italy,6.45,Mon,2020-09-13
HD 121397,Sienna Sykes,USA,6.53,Cen,2020-09-14
HD 206301,Africa Villagómez,Spain,5.16,Cap,2020-09-14
HD 287545,Chan Ko,China,9.22,Ori,2020-09-14
HD 6958,Brigitta Krebs ,Switzerland,8.42,Phe,2020-09-14
HD 61437,Sanaa Totah,Iraq,8.56,Vol,2020-09-14
HD 142171,Matilda Marsh,USA,8.85,Nor,2020-09-15
HD 145850,Ece Aclan ,Turkey,7.82,CrB,2020-09-15
HD 17976,Juli Wahyuni ,Indonesia,7.24,Eri,2020-09-15
HD 3737,Iguazel Espino,Argentina,8.46,Phe,2020-09-15
HD 13765,Albert Nilsson,Denmark,7.92,For,2020-09-15
HD 49630,Aleksey Sokolov,Russia,8.79,Pup,2020-09-15
HD 106092,Julia Goncalves,Brazil,9.96,Vir,2020-09-16
HD 16617,Irma Denisova,Russia,8.86,Per,2020-09-16
HD 27424,Rüya Kurutluoğlu ,Turkey,7.37,Eri,2020-09-16
HD 10711,Henry Tusiime ,Nigeria,7.97,Hyi,2020-09-16
HD 185608,Elias Suri ,India,7.94,Aql,2020-09-16
HD 6969,Natalya Lazareva,Russia,8.28,Cet,2020-09-16
HD 169912,Rolla Schultz,Norway,9,Oph,2020-09-16
HD 107447,Rosie Gill,USA,6.56,Cru,2020-09-16
HD 245710,Beatrice Lo Duca,Italy,9.56,Tau,2020-09-16
HD 23535,Thor Jakobsson,Sweden,9.45,Ret,2020-09-16
HD 108896,Grace Khan,Australia,7.46,Hya,2020-09-16
HD 49147,Helena Richterová,Slovakia,5.66,Mon,2020-09-16
HD 140031,Lian Muñiz,Venezuela,8.63,Lib,2020-09-16
HD 23095,Genervie Yusseri ,Malaysia,7.05,Eri,2020-09-16
HD 79483,Jimmie Löfgren,Sweden,8.04,Hya,2020-09-16
HD 149881,Lyuba Kharitonova,Russia,7.04,Her,2020-09-17
HD 58644,Amanda Castro,Brazil,8.27,Mon,2020-09-17
HD 139136,Marie Fialová,Czech Republic,8.98,Ser,2020-09-17
HD 114358,Merci Édouard,Canada,8.01,Com,2020-09-17
HD 38130,Kate Mahmood,USA,8.01,Aur,2020-09-17
HD 45233,Genara Sepúlveda,Spain,9.35,Aur,2020-09-17
HD 204606,Adiba Ghannam,Bangladesh,9.4,Cap,2020-09-17
HD 5618,Armağan Çetiner ,Turkey,8.86,Phe,2020-09-17
HD 64203,Ikram Bata,Pakistan,8.41,Car,2020-09-17
HD 90992,Eleanor Polyakova,Russia,8.64,LMi,2020-09-17
HD 172105,Ireñe Avilés,Argentina,8.49,Sct,2020-09-17
HD 125588,Isabelle Melo,Brazil,9.38,Cir,2020-09-17
HD 39282,Heidi Solorio,Spain,8.06,Dor,2020-09-17
HD 222629,Marisa Cardoso,Brazil,7.88,Cep,2020-09-17
HD 133255,Eduarda Dias,Brazil,9.09,Lib,2020-09-18
HD 197950,Jenifer Rubio,Argentina,5.59,Cep,2020-09-18
HD 165,Prometeo Carbajal,Guatemala,8.87,And,2020-09-18
HD 63278,Amatista Ramón,Argentina,8.35,Lyn,2020-09-18
HD 151561,Angelika Brauer,Austria,8.13,Sco,2020-09-19
HD 200831,Mufi'ah Safar,Pakistan,7.55,Vul,2020-09-19
HD 111574,Na'imah Asfour,Morocco,8.68,CVn,2020-09-19
HD 151187,Marianne Yermolayeva,Russia,8.79,Dra,2020-09-19
HD 3584,Rikke Østergaard,Denmark,9.77,Phe,2020-09-19
HD 100192,Elena Kovaleva,Russia,8.66,Cen,2020-09-20
HD 101241,Arcadia Aguilera,Spain,8.01,Leo,2020-09-20
HD 55557,Izaiah Wuckert ,USA,6.95,CMi,2020-09-20
HD 222119,Samantha Herbert,USA,7.78,Phe,2020-09-20
HD 121414,Ante Vlašić ,Croatia,6.96,Cen,2020-09-20
HD 37549,Asya Volkova,Russia,6.57,Col,2020-09-20
HD 89084,Wordah Tannous,Bangladesh,9.11,LMi,2020-09-20
HD 85012,Olivia Karlsen,Denmark,7.14,Car,2020-09-20
HD 63570,Anne-Marieke de Haas,South Africa,7.37,Lyn,2020-09-20
HD 84274,William Russell ,United Kingdom,8.4,Ant,2020-09-20
HD 205789,Kenneth Kayemba ,Nigeria,7.81,PsA,2020-09-20
HD 170636,Yuan Ts'ai,China,8.55,Sgr,2020-09-21
HD 60846,Maiten Venegas,Uruguay,7.93,Lyn,2020-09-22
HD 195408,Lía Tovar,Mexico,7.82,Vul,2020-09-22
HD 176921,Speranza Piccio,Italy,8.01,Aql,2020-09-22
HD 17950,Maisie Short,USA,8.56,Per,2020-09-22
HD 57252,Marie Žáková,Czech Republic,7.42,Mon,2020-09-22
HD 23027,Destiny Kabanda ,Nigeria,9.31,Per,2020-09-23
HD 162613,Karolin Mueller,Austria,7.98,Sco,2020-09-23
HD 170479,Birgit Eisenhauer,Austria,5.37,Sgr,2020-09-23
HD 142711,Blanca Castro,Argentina,9.63,Nor,2020-09-23
HD 165317,Katerina Mishina,Russia,9.55,Ser,2020-09-23
HD 6649,Ian Kibirige ,Nigeria,8.65,Cet,2020-09-23
HD 13119,Mohan De ,India,9.48,For,2020-09-23
HD 149891,Kani Palastri ,Indonesia,8.7,Her,2020-09-23
HD 3879,Bessie Keeling ,USA,8.22,Tuc,2020-09-23
HD 196995,Logan Fitzgerald,USA,7.3,Aqr,2020-09-23
HD 219308,Mahmood Kota ,India,7.78,Peg,2020-09-23
HD 26584,Chloe Reeves,USA,6.45,Eri,2020-09-23
HD 71076,Arina Kovaleva,Russia,7.82,Pup,2020-09-23
HD 27459,Faith Henry,USA,5.26,Tau,2020-09-23
HD 113216,Kailee Hyatt ,USA,7.33,Vir,2020-09-23
HD 193707,Yuan Ku,China,6.59,Del,2020-09-24
HD 138885,Rashid Tuma,Pakistan,8.63,Ser,2020-09-24
HD 57262,Omero Gallo,Italy,8.04,Lyn,2020-09-25
HD 267750,Oksana Lazareva,Russia,9.45,Gem,2020-09-25
HD 11298,Kaela Mills ,USA,9.26,Cet,2020-09-25
HD 177012,Abby Leonard,USA,7.67,Sgr,2020-09-25
HD 66781,Christina Klausen,Norway,8.37,Pup,2020-09-25
HD 74358,Danjella de Kuiper,Netherlands,8.26,UMa,2020-09-25
HD 95150,Michelle Jakobsen,Denmark,8.98,Vel,2020-09-25
HD 20442,Tain Su,China,9.33,Hor,2020-09-25
HD 31188,Carolina Souza,Brazil,8.74,Cam,2020-09-25
HD 155451,Leslie Krajcik ,USA,9.85,Sco,2020-09-25
HD 81086,Tobias Winkel,Austria,9.39,Hya,2020-09-25
HD 207329,Seongmin Sin ,South Korea,7.59,Cyg,2020-09-25
HD 182629,Ursina Zapata,Argentina,5.57,Sgr,2020-09-26
HD 21195,Amber Ross,Australia,8.74,Tau,2020-09-26
HD 219758,Samantha Humphries,Australia,6.75,Aqr,2020-09-26
HD 16755,Kawkab Qureshi,Bangladesh,7.69,Eri,2020-09-26
HD 69604,Kristin Kaestner,Germany,8.16,Lyn,2020-09-26
HD 48186,Argentina Valles,Cuba,7.69,CMa,2020-09-26
HD 104909,Janice Speelman,South Africa,8.61,Vir,2020-09-27
HD 25470,Ekbal Ahuja ,India,6.51,Dor,2020-09-27
HD 166835,Diane van der Salm,Netherlands,7.19,Tel,2020-09-27
HD 197375,Aadish Mammen ,India,7.86,Cyg,2020-09-28
HD 155581,Kristian Blanco,Uruguay,7.21,Her,2020-09-29
HD 202499,Ni Chou,China,8.87,Mic,2020-09-29
HD 141925,Maisa Antoun,Bangladesh,7.8,Nor,2020-09-29
HD 181231,Dommina Gracia,Argentina,8.55,Aql,2020-09-29
HD 20884,Tetis Montanez,Spain,7.47,Cet,2020-09-29
HD 71417,Smriti Sundaram ,India,8.12,Pup,2020-09-29
HD 195986,Aimee Iqbal,USA,6.61,Cyg,2020-09-29
HD 80273,Rafaela Ferreira,Brazil,8.27,Hya,2020-09-29
HD 151072,Niamh Summers,USA,8.57,Her,2020-09-29
HD 10300,Emil Horvatinčić ,Croatia,9.16,Cet,2020-09-30
HD 105699,Ariane Ballesteros,Guatemala,7.05,Com,2020-09-30
HD 216637,Albert Jeppesen,Denmark,6.2,Aqr,2020-09-30
HD 136158,Cherelle Langenkamp,Netherlands,8.39,TrA,2020-09-30
HD 229296,Ágatha Pereira,Brazil,8.8,Cyg,2020-09-30
HD 183500,Fiona Kayemba ,Nigeria,8.39,Sgr,2020-09-30
HD 22545,Samira Abramova,Russia,7.92,Tau,2020-09-30
HD 20127,Philip Leuenberger ,Switzerland,7.74,Eri,2020-09-30
HD 106036,Carub Pratiwi ,Indonesia,6.98,Cru,2020-09-30
HD 221789,Eva Bogdanović ,Croatia,8.03,Aqr,2020-10-01
HD 6808,Restu Hariyah ,Indonesia,9.09,Scl,2020-10-01
HD 70742,Lilly Burns,Ireland,9.51,Pup,2020-10-01
HD 99712,Marcelle Hebert ,France,6.44,Hya,2020-10-01
HD 195560,Yevguyenіya Antonyenko ,Ukraine,8.56,Vul,2020-10-02
HD 2635,Burcu Alyanak ,Turkey,8.85,And,2020-10-02
HD 100120,Nadia Buyinza ,Nigeria,8.08,Cen,2020-10-02
HD 213812,Alfie George,USA,7.94,Lac,2020-10-03
HD 25371,Alycia Fahey ,Philippines,5.93,Eri,2020-10-03
HD 200099,Alex Pichon ,France,6.82,Cep,2020-10-03
HD 18652,Kadir Srour,Morocco,8.87,Per,2020-10-03
HD 50737,Sebastian Roberts ,United Kingdom,8.73,CMa,2020-10-04
HD 170736,Jeanne Collin ,France,8.03,Lyr,2020-10-04
HD 183864,Balqis Nader,UAE,7.35,Vul,2020-10-05
HD 120886,Scotty Cormier ,USA,8.25,Cen,2020-10-05
HD 116855,Khalisah Boutros,Egypt,7.75,Dra,2020-10-06
HD 45090,Gauransh Usman ,India,6.39,Mon,2020-10-06
HD 95155,Selina Berggren,Sweden,8.31,UMa,2020-10-06
HD 56024,Jacquelyn Tuhame ,Nigeria,8.73,Car,2020-10-07
HD 84428,Saba' Harb,Bangladesh,7.91,Hya,2020-10-07
HD 20873,Vivien Feng ,Malaysia,8.53,Ari,2020-10-07
HD 39637,Itala Bruno,Italy,9.37,Col,2020-10-07
HD 64379,Elsira Galarza,Argentina,5.01,Pup,2020-10-08
HD 85310,Vitória Silva,Portugal,8.16,Ant,2020-10-08
HD 139544,Giovana Oliveira,Brazil,8.48,Lup,2020-10-09
HD 4690,Ania Alcalá,Venezuela,8.36,Cet,2020-10-09
HD 166199,Wayne Chapman ,United Kingdom,8.66,Tel,2020-10-09
